WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
B,2,B02,7,healthy,NA,DMSO
B,3,B03,25,failing,dilated_cardiomyopathy,UCD-0159478
B,4,B04,25,failing,dilated_cardiomyopathy,UCD-0159486
B,5,B05,7,healthy,NA,DMSO
B,6,B06,25,failing,dilated_cardiomyopathy,UCD-0159494
B,7,B07,25,failing,dilated_cardiomyopathy,UCD-0159502
B,8,B08,7,healthy,NA,DMSO
B,9,B09,25,failing,dilated_cardiomyopathy,UCD-0159510
B,10,B10,25,failing,dilated_cardiomyopathy,UCD-0159518
B,11,B11,7,healthy,NA,DMSO
C,2,C02,25,failing,dilated_cardiomyopathy,UCD-0159448
C,3,C03,25,failing,dilated_cardiomyopathy,UCD-0159456
C,4,C04,25,failing,dilated_cardiomyopathy,UCD-0159463
C,5,C05,25,failing,dilated_cardiomyopathy,UCD-0159471
C,6,C06,25,failing,dilated_cardiomyopathy,UCD-0159479
C,7,C07,25,failing,dilated_cardiomyopathy,UCD-0159487
C,8,C08,25,failing,dilated_cardiomyopathy,UCD-0159495
C,9,C09,25,failing,dilated_cardiomyopathy,UCD-0159503
C,10,C10,25,failing,dilated_cardiomyopathy,UCD-0159511
C,11,C11,25,failing,dilated_cardiomyopathy,UCD-0159519
D,2,D02,25,failing,dilated_cardiomyopathy,UCD-0159449
D,3,D03,25,failing,dilated_cardiomyopathy,UCD-0001927
D,4,D04,25,failing,dilated_cardiomyopathy,UCD-0159464
D,5,D05,25,failing,dilated_cardiomyopathy,UCD-0159472
D,6,D06,25,failing,dilated_cardiomyopathy,UCD-0159480
D,7,D07,25,failing,dilated_cardiomyopathy,UCD-0159488
D,8,D08,25,failing,dilated_cardiomyopathy,UCD-0159496
D,9,D09,25,failing,dilated_cardiomyopathy,UCD-0159504
D,10,D10,25,failing,dilated_cardiomyopathy,UCD-0159512
D,11,D11,25,failing,dilated_cardiomyopathy,UCD-0159520
E,2,E02,25,failing,dilated_cardiomyopathy,DMSO
E,3,E03,25,failing,dilated_cardiomyopathy,UCD-0159450
E,4,E04,25,failing,dilated_cardiomyopathy,UCD-0159457
E,5,E05,25,failing,dilated_cardiomyopathy,DMSO
E,6,E06,25,failing,dilated_cardiomyopathy,UCD-0159465
E,7,E07,25,failing,dilated_cardiomyopathy,UCD-0159473
E,8,E08,25,failing,dilated_cardiomyopathy,DMSO
E,9,E09,25,failing,dilated_cardiomyopathy,UCD-0159481
E,10,E10,25,failing,dilated_cardiomyopathy,UCD-0159489
E,11,E11,25,failing,dilated_cardiomyopathy,DMSO
F,2,F02,25,failing,dilated_cardiomyopathy,UCD-0159497
F,3,F03,25,failing,dilated_cardiomyopathy,UCD-0159505
F,4,F04,25,failing,dilated_cardiomyopathy,UCD-0159513
F,5,F05,25,failing,dilated_cardiomyopathy,UCD-0159521
F,6,F06,25,failing,dilated_cardiomyopathy,UCD-0159522
F,7,F07,25,failing,dilated_cardiomyopathy,UCD-0159529
F,8,F08,25,failing,dilated_cardiomyopathy,UCD-0159537
F,9,F09,25,failing,dilated_cardiomyopathy,UCD-0159545
F,10,F10,25,failing,dilated_cardiomyopathy,UCD-0159552
F,11,F11,25,failing,dilated_cardiomyopathy,UCD-0159560
G,2,G02,25,failing,dilated_cardiomyopathy,UCD-0159568
G,3,G03,25,failing,dilated_cardiomyopathy,UCD-0159576
G,4,G04,25,failing,dilated_cardiomyopathy,UCD-0159584
G,5,G05,25,failing,dilated_cardiomyopathy,UCD-0159591
G,6,G06,25,failing,dilated_cardiomyopathy,UCD-0159523
G,7,G07,25,failing,dilated_cardiomyopathy,UCD-0159530
G,8,G08,25,failing,dilated_cardiomyopathy,UCD-0159538
G,9,G09,25,failing,dilated_cardiomyopathy,UCD-0159546
G,10,G10,25,failing,dilated_cardiomyopathy,UCD-0159553
G,11,G11,25,failing,dilated_cardiomyopathy,UCD-0159561
