WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
B,2,B02,7,healthy,NA,DMSO
B,3,B03,25,failing,dilated_cardiomyopathy,UCD-0159569
B,4,B04,25,failing,dilated_cardiomyopathy,UCD-0159577
B,5,B05,7,healthy,NA,DMSO
B,6,B06,25,failing,dilated_cardiomyopathy,UCD-0159585
B,7,B07,25,failing,dilated_cardiomyopathy,UCD-0159592
B,8,B08,7,healthy,NA,DMSO
B,9,B09,25,failing,dilated_cardiomyopathy,UCD-0159524
B,10,B10,25,failing,dilated_cardiomyopathy,UCD-0159531
B,11,B11,7,healthy,NA,DMSO
C,2,C02,25,failing,dilated_cardiomyopathy,UCD-0159539
C,3,C03,25,failing,dilated_cardiomyopathy,UCD-0159547
C,4,C04,25,failing,dilated_cardiomyopathy,UCD-0159554
C,5,C05,25,failing,dilated_cardiomyopathy,UCD-0159562
C,6,C06,25,failing,dilated_cardiomyopathy,UCD-0159570
C,7,C07,25,failing,dilated_cardiomyopathy,UCD-0159578
C,8,C08,25,failing,dilated_cardiomyopathy,UCD-0159586
C,9,C09,25,failing,dilated_cardiomyopathy,UCD-0159593
C,10,C10,25,failing,dilated_cardiomyopathy,UCD-0159525
C,11,C11,25,failing,dilated_cardiomyopathy,UCD-0159532
D,2,D02,25,failing,dilated_cardiomyopathy,UCD-0159540
D,3,D03,25,failing,dilated_cardiomyopathy,UCD-0159548
D,4,D04,25,failing,dilated_cardiomyopathy,UCD-0159555
D,5,D05,25,failing,dilated_cardiomyopathy,UCD-0159563
D,6,D06,25,failing,dilated_cardiomyopathy,UCD-0159571
D,7,D07,25,failing,dilated_cardiomyopathy,UCD-0159579
D,8,D08,25,failing,dilated_cardiomyopathy,UCD-0159587
D,9,D09,25,failing,dilated_cardiomyopathy,UCD-0159594
D,10,D10,25,failing,dilated_cardiomyopathy,UCD-0159526
D,11,D11,25,failing,dilated_cardiomyopathy,UCD-0159533
E,2,E02,25,failing,dilated_cardiomyopathy,DMSO
E,3,E03,25,failing,dilated_cardiomyopathy,UCD-0159541
E,4,E04,25,failing,dilated_cardiomyopathy,UCD-0159514B
E,5,E05,25,failing,dilated_cardiomyopathy,DMSO
E,6,E06,25,failing,dilated_cardiomyopathy,UCD-0159556
E,7,E07,25,failing,dilated_cardiomyopathy,UCD-0159564
E,8,E08,25,failing,dilated_cardiomyopathy,DMSO
E,9,E09,25,failing,dilated_cardiomyopathy,UCD-0159572
E,10,E10,25,failing,dilated_cardiomyopathy,UCD-0159580
E,11,E11,25,failing,dilated_cardiomyopathy,DMSO
F,2,F02,25,failing,dilated_cardiomyopathy,UCD-0159588
F,3,F03,25,failing,dilated_cardiomyopathy,UCD-0159595
F,4,F04,25,failing,dilated_cardiomyopathy,UCD-0159527
F,5,F05,25,failing,dilated_cardiomyopathy,UCD-0159534
F,6,F06,25,failing,dilated_cardiomyopathy,UCD-0159542
F,7,F07,25,failing,dilated_cardiomyopathy,UCD-0159549
F,8,F08,25,failing,dilated_cardiomyopathy,UCD-0159557
F,9,F09,25,failing,dilated_cardiomyopathy,UCD-0159565
F,10,F10,25,failing,dilated_cardiomyopathy,UCD-0159573
F,11,F11,25,failing,dilated_cardiomyopathy,UCD-0159581
G,2,G02,25,failing,dilated_cardiomyopathy,UCD-0159589
G,3,G03,25,failing,dilated_cardiomyopathy,UCD-0001944
G,4,G04,25,failing,dilated_cardiomyopathy,UCD-0159665
G,5,G05,25,failing,dilated_cardiomyopathy,UCD-0159535
G,6,G06,25,failing,dilated_cardiomyopathy,UCD-0159543
G,7,G07,25,failing,dilated_cardiomyopathy,UCD-0159550
G,8,G08,25,failing,dilated_cardiomyopathy,UCD-0159558
G,9,G09,25,failing,dilated_cardiomyopathy,UCD-0159566
G,10,G10,25,failing,dilated_cardiomyopathy,UCD-0159574
G,11,G11,25,failing,dilated_cardiomyopathy,UCD-0159582
