WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment,Pathway
B,2,B02,7,healthy,,DMSO,
B,3,B03,25,failing,dilated_cardiomyopathy,UCD-0159256,Apoptosis
B,4,B04,25,failing,dilated_cardiomyopathy,UCD-0001766,Angiogenesis
B,5,B05,7,healthy,,DMSO,
B,6,B06,25,failing,dilated_cardiomyopathy,UCD-0159262,Others
B,7,B07,25,failing,dilated_cardiomyopathy,UCD-0001915,Others
B,8,B08,7,healthy,,DMSO,
B,9,B09,25,failing,dilated_cardiomyopathy,UCD-0001783,Others
B,10,B10,25,failing,dilated_cardiomyopathy,UCD-0159279,Others
B,11,B11,7,healthy,,DMSO,
C,2,C02,25,failing,dilated_cardiomyopathy,UCD-0159283,Endocrinology & Hormones
C,3,C03,25,failing,dilated_cardiomyopathy,UCD-0001040,Endocrinology & Hormones
C,4,C04,25,failing,dilated_cardiomyopathy,UCD-0018091,GPCR & G Protein
C,5,C05,25,failing,dilated_cardiomyopathy,UCD-0000450,Neuronal Signaling
C,6,C06,25,failing,dilated_cardiomyopathy,UCD-0159257,DNA Damage
C,7,C07,25,failing,dilated_cardiomyopathy,UCD-0001810,DNA Damage
C,8,C08,25,failing,dilated_cardiomyopathy,UCD-0159263,Others
C,9,C09,25,failing,dilated_cardiomyopathy,UCD-0159269,Others
C,10,C10,25,failing,dilated_cardiomyopathy,UCD-0159273,Others
C,11,C11,25,failing,dilated_cardiomyopathy,UCD-0017907,Others
D,2,D02,25,failing,dilated_cardiomyopathy,UCD-0159284,Stem Cells & Wnt
D,3,D03,25,failing,dilated_cardiomyopathy,UCD-0017999,Endocrinology & Hormones
D,4,D04,25,failing,dilated_cardiomyopathy,UCD-0000721,Neuronal Signaling
D,5,D05,25,failing,dilated_cardiomyopathy,UCD-0001014,Neuronal Signaling
D,6,D06,25,failing,dilated_cardiomyopathy,UCD-0159258,Angiogenesis
D,7,D07,25,failing,dilated_cardiomyopathy,UCD-0159261,Others
D,8,D08,25,failing,dilated_cardiomyopathy,UCD-0159264,Neuronal Signaling
D,9,D09,25,failing,dilated_cardiomyopathy,UCD-0001775,Others
D,10,D10,25,failing,dilated_cardiomyopathy,UCD-0159274,Others
D,11,D11,25,failing,dilated_cardiomyopathy,UCD-0001792,Others
E,2,E02,25,failing,dilated_cardiomyopathy,DMSO,
E,3,E03,25,failing,dilated_cardiomyopathy,UCD-0159285,DNA Damage
E,4,E04,25,failing,dilated_cardiomyopathy,UCD-0159289,Metabolism
E,5,E05,25,failing,dilated_cardiomyopathy,DMSO,
E,6,E06,25,failing,dilated_cardiomyopathy,UCD-0018179,MAPK
E,7,E07,25,failing,dilated_cardiomyopathy,UCD-0001016,Neuronal Signaling
E,8,E08,25,failing,dilated_cardiomyopathy,DMSO,
E,9,E09,25,failing,dilated_cardiomyopathy,UCD-0001804,MAPK
E,10,E10,25,failing,dilated_cardiomyopathy,UCD-0018207,Neuronal Signaling
E,11,E11,25,failing,dilated_cardiomyopathy,DMSO,
F,2,F02,25,failing,dilated_cardiomyopathy,UCD-0001844,Others
F,3,F03,25,failing,dilated_cardiomyopathy,UCD-0159270,Others
F,4,F04,25,failing,dilated_cardiomyopathy,UCD-0159275,Others
F,5,F05,25,failing,dilated_cardiomyopathy,UCD-0001800,Others
F,6,F06,25,failing,dilated_cardiomyopathy,UCD-0001613,Endocrinology & Hormones
F,7,F07,25,failing,dilated_cardiomyopathy,UCD-0001921,Epigenetics
F,8,F08,25,failing,dilated_cardiomyopathy,UCD-0159290,PI3K/Akt/mTOR
F,9,F09,25,failing,dilated_cardiomyopathy,UCD-0159293,Others
F,10,F10,25,failing,dilated_cardiomyopathy,UCD-0001808,MAPK
F,11,F11,25,failing,dilated_cardiomyopathy,UCD-0001801,Endocrinology & Hormones
G,2,G02,25,failing,dilated_cardiomyopathy,UCD-0159265,Neuronal Signaling
G,3,G03,25,failing,dilated_cardiomyopathy,UCD-0159271,Others
G,4,G04,25,failing,dilated_cardiomyopathy,UCD-0001835,Others
G,5,G05,25,failing,dilated_cardiomyopathy,UCD-0159280,Others
G,6,G06,25,failing,dilated_cardiomyopathy,UCD-0159286,Others
G,7,G07,25,failing,dilated_cardiomyopathy,UCD-0018131,Angiogenesis
G,8,G08,25,failing,dilated_cardiomyopathy,UCD-0001024,Neuronal Signaling
G,9,G09,25,failing,dilated_cardiomyopathy,UCD-0001829,PI3K/Akt/mTOR
G,10,G10,25,failing,dilated_cardiomyopathy,UCD-0159259,PI3K/Akt/mTOR
G,11,G11,25,failing,dilated_cardiomyopathy,UCD-0001842,Neuronal Signaling
