WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
A,1,A01,7,Healthy,NA,DMSO
A,2,A02,19,Failing,Dilated_Cardiomyopathy,UCD-0159256
A,3,A03,19,Failing,Dilated_Cardiomyopathy,UCD-0001766
A,4,A04,19,Failing,Dilated_Cardiomyopathy,UCD-0159262
A,5,A05,19,Failing,Dilated_Cardiomyopathy,UCD-0001915
A,6,A06,19,Failing,Dilated_Cardiomyopathy,UCD-0001783
A,7,A07,19,Failing,Dilated_Cardiomyopathy,UCD-0159279
A,8,A08,19,Failing,Dilated_Cardiomyopathy,UCD-0159283
A,9,A09,19,Failing,Dilated_Cardiomyopathy,UCD-0001040
A,10,A10,19,Failing,Dilated_Cardiomyopathy,UCD-0018091
A,11,A11,19,Failing,Dilated_Cardiomyopathy,UCD-0000450
A,12,A12,19,Failing,Dilated_Cardiomyopathy,DMSO
B,1,B01,7,Healthy,NA,DMSO
B,2,B02,19,Failing,Dilated_Cardiomyopathy,UCD-0159257
B,3,B03,19,Failing,Dilated_Cardiomyopathy,UCD-0001810
B,4,B04,19,Failing,Dilated_Cardiomyopathy,UCD-0159263
B,5,B05,19,Failing,Dilated_Cardiomyopathy,UCD-0159269
B,6,B06,19,Failing,Dilated_Cardiomyopathy,UCD-0159273
B,7,B07,19,Failing,Dilated_Cardiomyopathy,UCD-0017907
B,8,B08,19,Failing,Dilated_Cardiomyopathy,UCD-0159284
B,9,B09,19,Failing,Dilated_Cardiomyopathy,UCD-0017999
B,10,B10,19,Failing,Dilated_Cardiomyopathy,UCD-0000721
B,11,B11,19,Failing,Dilated_Cardiomyopathy,UCD-0001014
B,12,B12,19,Failing,Dilated_Cardiomyopathy,DMSO
C,1,C01,7,Healthy,NA,DMSO
C,2,C02,19,Failing,Dilated_Cardiomyopathy,UCD-0159258
C,3,C03,19,Failing,Dilated_Cardiomyopathy,UCD-0159261
C,4,C04,19,Failing,Dilated_Cardiomyopathy,UCD-0159264
C,5,C05,19,Failing,Dilated_Cardiomyopathy,UCD-0001775
C,6,C06,19,Failing,Dilated_Cardiomyopathy,UCD-0159274
C,7,C07,19,Failing,Dilated_Cardiomyopathy,UCD-0001792
C,8,C08,19,Failing,Dilated_Cardiomyopathy,UCD-0159285
C,9,C09,19,Failing,Dilated_Cardiomyopathy,UCD-0159289
C,10,C10,19,Failing,Dilated_Cardiomyopathy,UCD-0018179
C,11,C11,19,Failing,Dilated_Cardiomyopathy,UCD-0001016
C,12,C12,19,Failing,Dilated_Cardiomyopathy,DMSO
D,1,D01,7,Healthy,NA,DMSO
D,2,D02,19,Failing,Dilated_Cardiomyopathy,UCD-0001804
D,3,D03,19,Failing,Dilated_Cardiomyopathy,UCD-0018207
D,4,D04,19,Failing,Dilated_Cardiomyopathy,UCD-0001844
D,5,D05,19,Failing,Dilated_Cardiomyopathy,UCD-0159270
D,6,D06,19,Failing,Dilated_Cardiomyopathy,UCD-0159275
D,7,D07,19,Failing,Dilated_Cardiomyopathy,UCD-0001800
D,8,D08,19,Failing,Dilated_Cardiomyopathy,UCD-0001613
D,9,D09,19,Failing,Dilated_Cardiomyopathy,UCD-0001921
D,10,D10,19,Failing,Dilated_Cardiomyopathy,UCD-0159290
D,11,D11,19,Failing,Dilated_Cardiomyopathy,UCD-0159293
D,12,D12,19,Failing,Dilated_Cardiomyopathy,DMSO
E,1,E01,7,Healthy,NA,DMSO
E,2,E02,19,Failing,Dilated_Cardiomyopathy,UCD-0001808
E,3,E03,19,Failing,Dilated_Cardiomyopathy,UCD-0001801
E,4,E04,19,Failing,Dilated_Cardiomyopathy,UCD-0159265
E,5,E05,19,Failing,Dilated_Cardiomyopathy,UCD-0159271
E,6,E06,19,Failing,Dilated_Cardiomyopathy,UCD-0001835
