WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
B,2,B02,7,healthy,NA,DMSO
B,3,B03,19,failing,dilated_cardiomyopathy,S2061
B,4,B04,19,failing,dilated_cardiomyopathy,S2104
B,5,B05,7,healthy,NA,DMSO
B,6,B06,19,failing,dilated_cardiomyopathy,S2168
B,7,B07,19,failing,dilated_cardiomyopathy,S2222
B,8,B08,7,healthy,NA,DMSO
B,9,B09,19,failing,dilated_cardiomyopathy,S2228
B,10,B10,19,failing,dilated_cardiomyopathy,S2460
B,11,B11,7,healthy,NA,DMSO
C,2,C02,19,failing,dilated_cardiomyopathy,S2626
C,3,C03,19,failing,dilated_cardiomyopathy,S2637
C,4,C04,19,failing,dilated_cardiomyopathy,S2690
C,5,C05,19,failing,dilated_cardiomyopathy,S2729
C,6,C06,19,failing,dilated_cardiomyopathy,S2773
C,7,C07,19,failing,dilated_cardiomyopathy,S2801
C,8,C08,19,failing,dilated_cardiomyopathy,S2824
C,9,C09,19,failing,dilated_cardiomyopathy,S2863
C,10,C10,19,failing,dilated_cardiomyopathy,S2233
C,11,C11,19,failing,dilated_cardiomyopathy,S2496
D,2,D02,19,failing,dilated_cardiomyopathy,S2629
D,3,D03,19,failing,dilated_cardiomyopathy,S2659
D,4,D04,19,failing,dilated_cardiomyopathy,S2694
D,5,D05,19,failing,dilated_cardiomyopathy,S2730
D,6,D06,19,failing,dilated_cardiomyopathy,S2777
D,7,D07,19,failing,dilated_cardiomyopathy,S2804
D,8,D08,19,failing,dilated_cardiomyopathy,S2825
D,9,D09,19,failing,dilated_cardiomyopathy,S2864
D,10,D10,19,failing,dilated_cardiomyopathy,S2262
D,11,D11,19,failing,dilated_cardiomyopathy,S2497
E,2,E02,19,failing,dilated_cardiomyopathy,DMSO
E,3,E03,19,failing,dilated_cardiomyopathy,S2630
E,4,E04,19,failing,dilated_cardiomyopathy,S2662
E,5,E05,19,failing,dilated_cardiomyopathy,DMSO
E,6,E06,19,failing,dilated_cardiomyopathy,S2697
E,7,E07,19,failing,dilated_cardiomyopathy,S2731
E,8,E08,19,failing,dilated_cardiomyopathy,DMSO
E,9,E09,19,failing,dilated_cardiomyopathy,S2782
E,10,E10,19,failing,dilated_cardiomyopathy,S2807
E,11,E11,19,failing,dilated_cardiomyopathy,DMSO
F,2,F02,19,failing,dilated_cardiomyopathy,S2828
F,3,F03,19,failing,dilated_cardiomyopathy,S2866
F,4,F04,19,failing,dilated_cardiomyopathy,S2270
F,5,F05,19,failing,dilated_cardiomyopathy,S2549
F,6,F06,19,failing,dilated_cardiomyopathy,S2631
F,7,F07,19,failing,dilated_cardiomyopathy,S2666
F,8,F08,19,failing,dilated_cardiomyopathy,S2700
F,9,F09,19,failing,dilated_cardiomyopathy,S2738
F,10,F10,19,failing,dilated_cardiomyopathy,S2789
F,11,F11,19,failing,dilated_cardiomyopathy,S2808
G,2,G02,19,failing,dilated_cardiomyopathy,S2842
G,3,G03,19,failing,dilated_cardiomyopathy,S2871
G,4,G04,19,failing,dilated_cardiomyopathy,S2285
G,5,G05,19,failing,dilated_cardiomyopathy,S2593
G,6,G06,19,failing,dilated_cardiomyopathy,S2632
G,7,G07,19,failing,dilated_cardiomyopathy,S2671
G,8,G08,19,failing,dilated_cardiomyopathy,S2711
G,9,G09,19,failing,dilated_cardiomyopathy,S2748
G,10,G10,19,failing,dilated_cardiomyopathy,S2790
G,11,G11,19,failing,dilated_cardiomyopathy,S2812
