WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
A,1,A01,7,Healthy,NA,DMSO
A,2,A02,19,Failing,Dilated_Cardiomyopathy,UCD-0159443
A,3,A03,19,Failing,Dilated_Cardiomyopathy,UCD-0159451
A,4,A04,19,Failing,Dilated_Cardiomyopathy,UCD-0159458
A,5,A05,19,Failing,Dilated_Cardiomyopathy,UCD-0159466
A,6,A06,19,Failing,Dilated_Cardiomyopathy,UCD-0159474
A,7,A07,19,Failing,Dilated_Cardiomyopathy,UCD-0159482
A,8,A08,19,Failing,Dilated_Cardiomyopathy,UCD-0159490
A,9,A09,19,Failing,Dilated_Cardiomyopathy,UCD-0159498
A,10,A10,19,Failing,Dilated_Cardiomyopathy,UCD-0159506
A,11,A11,19,Failing,Dilated_Cardiomyopathy,UCD-0159514
A,12,A12,19,Failing,Dilated_Cardiomyopathy,DMSO
B,1,B01,7,Healthy,NA,DMSO
B,2,B02,19,Failing,Dilated_Cardiomyopathy,UCD-0159444
B,3,B03,19,Failing,Dilated_Cardiomyopathy,UCD-0159452
B,4,B04,19,Failing,Dilated_Cardiomyopathy,UCD-0159459
B,5,B05,19,Failing,Dilated_Cardiomyopathy,UCD-0159467
B,6,B06,19,Failing,Dilated_Cardiomyopathy,UCD-0159475
B,7,B07,19,Failing,Dilated_Cardiomyopathy,UCD-0159483
B,8,B08,19,Failing,Dilated_Cardiomyopathy,UCD-0159491
B,9,B09,19,Failing,Dilated_Cardiomyopathy,UCD-0159499
B,10,B10,19,Failing,Dilated_Cardiomyopathy,UCD-0159507
B,11,B11,19,Failing,Dilated_Cardiomyopathy,UCD-0159515
B,12,B12,19,Failing,Dilated_Cardiomyopathy,DMSO
C,1,C01,7,Healthy,NA,DMSO
C,2,C02,19,Failing,Dilated_Cardiomyopathy,UCD-0159445
C,3,C03,19,Failing,Dilated_Cardiomyopathy,UCD-0159453
C,4,C04,19,Failing,Dilated_Cardiomyopathy,UCD-0159460
C,5,C05,19,Failing,Dilated_Cardiomyopathy,UCD-0159468
C,6,C06,19,Failing,Dilated_Cardiomyopathy,UCD-0159476
C,7,C07,19,Failing,Dilated_Cardiomyopathy,UCD-0159484
C,8,C08,19,Failing,Dilated_Cardiomyopathy,UCD-0159492
C,9,C09,19,Failing,Dilated_Cardiomyopathy,UCD-0159500
C,10,C10,19,Failing,Dilated_Cardiomyopathy,UCD-0159508
C,11,C11,19,Failing,Dilated_Cardiomyopathy,UCD-0159516
C,12,C12,19,Failing,Dilated_Cardiomyopathy,DMSO
D,1,D01,7,Healthy,NA,DMSO
D,2,D02,19,Failing,Dilated_Cardiomyopathy,UCD-0159446
D,3,D03,19,Failing,Dilated_Cardiomyopathy,UCD-0159454
D,4,D04,19,Failing,Dilated_Cardiomyopathy,UCD-0159461
D,5,D05,19,Failing,Dilated_Cardiomyopathy,UCD-0159469
D,6,D06,19,Failing,Dilated_Cardiomyopathy,UCD-0159477
D,7,D07,19,Failing,Dilated_Cardiomyopathy,UCD-0159485
D,8,D08,19,Failing,Dilated_Cardiomyopathy,UCD-0159493
D,9,D09,19,Failing,Dilated_Cardiomyopathy,UCD-0159501
D,10,D10,19,Failing,Dilated_Cardiomyopathy,UCD-0159509
D,11,D11,19,Failing,Dilated_Cardiomyopathy,UCD-0159517
D,12,D12,19,Failing,Dilated_Cardiomyopathy,DMSO
E,1,E01,7,Healthy,NA,DMSO
E,2,E02,19,Failing,Dilated_Cardiomyopathy,UCD-0159447
E,3,E03,19,Failing,Dilated_Cardiomyopathy,UCD-0159455
E,4,E04,19,Failing,Dilated_Cardiomyopathy,UCD-0159462
E,5,E05,19,Failing,Dilated_Cardiomyopathy,UCD-0159470
