WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
B,2,B02,7,healthy,NA,DMSO
B,3,B03,19,failing,dilated_cardiomyopathy,S1626
B,4,B04,19,failing,dilated_cardiomyopathy,S1909
B,5,B05,7,healthy,NA,DMSO
B,6,B06,19,failing,dilated_cardiomyopathy,S2020
B,7,B07,19,failing,dilated_cardiomyopathy,S2077
B,8,B08,7,healthy,NA,DMSO
B,9,B09,19,failing,dilated_cardiomyopathy,S2128
B,10,B10,19,failing,dilated_cardiomyopathy,S2180
B,11,B11,7,healthy,NA,DMSO
C,2,C02,19,failing,dilated_cardiomyopathy,S1452
C,3,C03,19,failing,dilated_cardiomyopathy,S1474
C,4,C04,19,failing,dilated_cardiomyopathy,S1536
C,5,C05,19,failing,dilated_cardiomyopathy,S1567
C,6,C06,19,failing,dilated_cardiomyopathy,S1776
C,7,C07,19,failing,dilated_cardiomyopathy,S1959
C,8,C08,19,failing,dilated_cardiomyopathy,S2026
C,9,C09,19,failing,dilated_cardiomyopathy,S2085
C,10,C10,19,failing,dilated_cardiomyopathy,S2149
C,11,C11,19,failing,dilated_cardiomyopathy,S2193
D,2,D02,19,failing,dilated_cardiomyopathy,S1455
D,3,D03,19,failing,dilated_cardiomyopathy,S1481
D,4,D04,19,failing,dilated_cardiomyopathy,S1537
D,5,D05,19,failing,dilated_cardiomyopathy,S1570
D,6,D06,19,failing,dilated_cardiomyopathy,S1801
D,7,D07,19,failing,dilated_cardiomyopathy,S2001
D,8,D08,19,failing,dilated_cardiomyopathy,S2032
D,9,D09,19,failing,dilated_cardiomyopathy,S2090
D,10,D10,19,failing,dilated_cardiomyopathy,S2151
D,11,D11,19,failing,dilated_cardiomyopathy,S2198
E,2,E02,19,failing,dilated_cardiomyopathy,DMSO
E,3,E03,19,failing,dilated_cardiomyopathy,S1456
E,4,E04,19,failing,dilated_cardiomyopathy,S1487
E,5,E05,19,failing,dilated_cardiomyopathy,DMSO
E,6,E06,19,failing,dilated_cardiomyopathy,S1541
E,7,E07,19,failing,dilated_cardiomyopathy,S1577
E,8,E08,19,failing,dilated_cardiomyopathy,DMSO
E,9,E09,19,failing,dilated_cardiomyopathy,S1802
E,10,E10,19,failing,dilated_cardiomyopathy,S2003
E,11,E11,19,failing,dilated_cardiomyopathy,DMSO
F,2,F02,19,failing,dilated_cardiomyopathy,S2042
F,3,F03,19,failing,dilated_cardiomyopathy,S2102
F,4,F04,19,failing,dilated_cardiomyopathy,S2153
F,5,F05,19,failing,dilated_cardiomyopathy,S2205
F,6,F06,19,failing,dilated_cardiomyopathy,S1458
F,7,F07,19,failing,dilated_cardiomyopathy,S1497
F,8,F08,19,failing,dilated_cardiomyopathy,S1544
F,9,F09,19,failing,dilated_cardiomyopathy,S1582
F,10,F10,19,failing,dilated_cardiomyopathy,S1847
F,11,F11,19,failing,dilated_cardiomyopathy,S2005
G,2,G02,19,failing,dilated_cardiomyopathy,S2043
G,3,G03,19,failing,dilated_cardiomyopathy,S2103
G,4,G04,19,failing,dilated_cardiomyopathy,S2163
G,5,G05,19,failing,dilated_cardiomyopathy,S2216
G,6,G06,19,failing,dilated_cardiomyopathy,S1459
G,7,G07,19,failing,dilated_cardiomyopathy,S1525
G,8,G08,19,failing,dilated_cardiomyopathy,S1545
G,9,G09,19,failing,dilated_cardiomyopathy,S1590
G,10,G10,19,failing,dilated_cardiomyopathy,S1880
G,11,G11,19,failing,dilated_cardiomyopathy,S2006
