WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
B,2,B02,7,healthy,NA,DMSO
B,3,B03,19,failing,dilated_cardiomyopathy,UCD-0159266
B,4,B04,19,failing,dilated_cardiomyopathy,UCD-0001812
B,5,B05,7,healthy,NA,DMSO
B,6,B06,19,failing,dilated_cardiomyopathy,UCD-0159276
B,7,B07,19,failing,dilated_cardiomyopathy,UCD-0159281
B,8,B08,7,healthy,NA,DMSO
B,9,B09,19,failing,dilated_cardiomyopathy,UCD-0159287
B,10,B10,19,failing,dilated_cardiomyopathy,UCD-0000849
B,11,B11,7,healthy,NA,DMSO
C,2,C02,19,failing,dilated_cardiomyopathy,UCD-0159291
C,3,C03,19,failing,dilated_cardiomyopathy,UCD-0000421
C,4,C04,19,failing,dilated_cardiomyopathy,UCD-0017947
C,5,C05,19,failing,dilated_cardiomyopathy,UCD-0001816
C,6,C06,19,failing,dilated_cardiomyopathy,UCD-0159267
C,7,C07,19,failing,dilated_cardiomyopathy,UCD-0001802
C,8,C08,19,failing,dilated_cardiomyopathy,UCD-0159277
C,9,C09,19,failing,dilated_cardiomyopathy,UCD-0159282
C,10,C10,19,failing,dilated_cardiomyopathy,UCD-0159288
C,11,C11,19,failing,dilated_cardiomyopathy,UCD-0018089
D,2,D02,19,failing,dilated_cardiomyopathy,UCD-0159292
D,3,D03,19,failing,dilated_cardiomyopathy,UCD-0159294
D,4,D04,19,failing,dilated_cardiomyopathy,UCD-0159260
D,5,D05,19,failing,dilated_cardiomyopathy,UCD-0001850
D,6,D06,19,failing,dilated_cardiomyopathy,UCD-0159268
D,7,D07,19,failing,dilated_cardiomyopathy,UCD-0159272
D,8,D08,19,failing,dilated_cardiomyopathy,UCD-0159278
D,9,D09,19,failing,dilated_cardiomyopathy,UCD-0001733
D,10,D10,19,failing,dilated_cardiomyopathy,UCD-0001086
D,11,D11,19,failing,dilated_cardiomyopathy,UCD-0000786
E,2,E02,19,failing,dilated_cardiomyopathy,DMSO
E,3,E03,19,failing,dilated_cardiomyopathy,UCD-0001101
E,4,E04,19,failing,dilated_cardiomyopathy,UCD-0159295
E,5,E05,19,failing,dilated_cardiomyopathy,DMSO
E,6,E06,19,failing,dilated_cardiomyopathy,UCD-0018083
E,7,E07,19,failing,dilated_cardiomyopathy,UCD-0001822
E,8,E08,19,failing,dilated_cardiomyopathy,DMSO
E,9,E09,19,failing,dilated_cardiomyopathy,UCD-0001759
E,10,E10,19,failing,dilated_cardiomyopathy,UCD-0000533
E,11,E11,19,failing,dilated_cardiomyopathy,DMSO
F,2,F02,19,failing,dilated_cardiomyopathy,UCD-0000295
F,3,F03,19,failing,dilated_cardiomyopathy,UCD-0001580
F,4,F04,19,failing,dilated_cardiomyopathy,UCD-0159317
F,5,F05,19,failing,dilated_cardiomyopathy,UCD-0018516
F,6,F06,19,failing,dilated_cardiomyopathy,UCD-0018304
F,7,F07,19,failing,dilated_cardiomyopathy,UCD-0159327
F,8,F08,19,failing,dilated_cardiomyopathy,UCD-0159296
F,9,F09,19,failing,dilated_cardiomyopathy,UCD-0159302
F,10,F10,19,failing,dilated_cardiomyopathy,UCD-0001793
F,11,F11,19,failing,dilated_cardiomyopathy,UCD-0000757
G,2,G02,19,failing,dilated_cardiomyopathy,UCD-0159316
G,3,G03,19,failing,dilated_cardiomyopathy,UCD-0000878
G,4,G04,19,failing,dilated_cardiomyopathy,UCD-0159318
G,5,G05,19,failing,dilated_cardiomyopathy,UCD-0001616B
G,6,G06,19,failing,dilated_cardiomyopathy,UCD-0001463
G,7,G07,19,failing,dilated_cardiomyopathy,UCD-0001847
G,8,G08,19,failing,dilated_cardiomyopathy,UCD-0159297
G,9,G09,19,failing,dilated_cardiomyopathy,UCD-0159303
G,10,G10,19,failing,dilated_cardiomyopathy,UCD-0159307
G,11,G11,19,failing,dilated_cardiomyopathy,UCD-0159312
