WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
B,2,B02,7,healthy,NA,DMSO
B,3,B03,19,failing,dilated_cardiomyopathy,UCD-0159632
B,4,B04,19,failing,dilated_cardiomyopathy,UCD-0159640
B,5,B05,7,healthy,NA,DMSO
B,6,B06,19,failing,dilated_cardiomyopathy,UCD-0001952
B,7,B07,19,failing,dilated_cardiomyopathy,UCD-0159654
B,8,B08,7,healthy,NA,DMSO
B,9,B09,19,failing,dilated_cardiomyopathy,UCD-0159662
B,10,B10,19,failing,dilated_cardiomyopathy,UCD-0159602
B,11,B11,7,healthy,NA,DMSO
C,2,C02,19,failing,dilated_cardiomyopathy,UCD-0159609
C,3,C03,19,failing,dilated_cardiomyopathy,UCD-0159617
C,4,C04,19,failing,dilated_cardiomyopathy,UCD-0159625
C,5,C05,19,failing,dilated_cardiomyopathy,UCD-0159633
C,6,C06,19,failing,dilated_cardiomyopathy,UCD-0159641
C,7,C07,19,failing,dilated_cardiomyopathy,UCD-0001953
C,8,C08,19,failing,dilated_cardiomyopathy,UCD-0159655
C,9,C09,19,failing,dilated_cardiomyopathy,UCD-0159663
C,10,C10,19,failing,dilated_cardiomyopathy,UCD-0159603
C,11,C11,19,failing,dilated_cardiomyopathy,UCD-0159610
D,2,D02,19,failing,dilated_cardiomyopathy,UCD-0159618
D,3,D03,19,failing,dilated_cardiomyopathy,UCD-0159626
D,4,D04,19,failing,dilated_cardiomyopathy,UCD-0159634
D,5,D05,19,failing,dilated_cardiomyopathy,UCD-0159642
D,6,D06,19,failing,dilated_cardiomyopathy,UCD-0159648
D,7,D07,19,failing,dilated_cardiomyopathy,UCD-0159656
D,8,D08,19,failing,dilated_cardiomyopathy,UCD-0159604
D,9,D09,19,failing,dilated_cardiomyopathy,UCD-0159611
D,10,D10,19,failing,dilated_cardiomyopathy,UCD-0159619
D,11,D11,19,failing,dilated_cardiomyopathy,UCD-0159627
E,2,E02,19,failing,dilated_cardiomyopathy,DMSO
E,3,E03,19,failing,dilated_cardiomyopathy,UCD-0159635
E,4,E04,19,failing,dilated_cardiomyopathy,UCD-0159643
E,5,E05,19,failing,dilated_cardiomyopathy,DMSO
E,6,E06,19,failing,dilated_cardiomyopathy,UCD-0159649
E,7,E07,19,failing,dilated_cardiomyopathy,UCD-0159657
E,8,E08,19,failing,dilated_cardiomyopathy,DMSO
E,11,E11,19,failing,dilated_cardiomyopathy,DMSO
F,2,F02,19,failing,dilated_cardiomyopathy,TGFRi
F,5,F05,19,failing,dilated_cardiomyopathy,TGFRi
F,8,F08,19,failing,dilated_cardiomyopathy,TGFRi
F,11,F11,19,failing,dilated_cardiomyopathy,TGFRi
