WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
A,1,A01,7,Healthy,NA,DMSO
A,2,A02,19,Failing,Dilated_Cardiomyopathy,UCD-0159390
A,3,A03,19,Failing,Dilated_Cardiomyopathy,UCD-0022022
A,4,A04,19,Failing,Dilated_Cardiomyopathy,UCD-0018458
A,5,A05,19,Failing,Dilated_Cardiomyopathy,UCD-0000899
A,6,A06,19,Failing,Dilated_Cardiomyopathy,UCD-0159408
A,7,A07,19,Failing,Dilated_Cardiomyopathy,UCD-0017582
A,8,A08,19,Failing,Dilated_Cardiomyopathy,UCD-0159414
A,9,A09,19,Failing,Dilated_Cardiomyopathy,UCD-0159422
A,10,A10,19,Failing,Dilated_Cardiomyopathy,UCD-0159430
A,11,A11,19,Failing,Dilated_Cardiomyopathy,UCD-0159435
A,12,A12,19,Failing,Dilated_Cardiomyopathy,DMSO
B,1,B01,7,Healthy,NA,DMSO
B,2,B02,19,Failing,Dilated_Cardiomyopathy,UCD-0159391
B,3,B03,19,Failing,Dilated_Cardiomyopathy,UCD-0159398
B,4,B04,19,Failing,Dilated_Cardiomyopathy,UCD-0159402
B,5,B05,19,Failing,Dilated_Cardiomyopathy,UCD-0159407
B,6,B06,19,Failing,Dilated_Cardiomyopathy,UCD-0011462
B,7,B07,19,Failing,Dilated_Cardiomyopathy,UCD-0159410
B,8,B08,19,Failing,Dilated_Cardiomyopathy,UCD-0159415
B,9,B09,19,Failing,Dilated_Cardiomyopathy,UCD-0159423
B,10,B10,19,Failing,Dilated_Cardiomyopathy,UCD-0159431
B,11,B11,19,Failing,Dilated_Cardiomyopathy,UCD-0159436
B,12,B12,19,Failing,Dilated_Cardiomyopathy,DMSO
C,1,C01,7,Healthy,NA,DMSO
C,2,C02,19,Failing,Dilated_Cardiomyopathy,UCD-0159392
C,3,C03,19,Failing,Dilated_Cardiomyopathy,UCD-0159399
C,4,C04,19,Failing,Dilated_Cardiomyopathy,UCD-0159403
C,5,C05,19,Failing,Dilated_Cardiomyopathy,UCD-0000904
C,6,C06,19,Failing,Dilated_Cardiomyopathy,UCD-0000243
C,7,C07,19,Failing,Dilated_Cardiomyopathy,UCD-0159411B
C,8,C08,19,Failing,Dilated_Cardiomyopathy,UCD-0159416
C,9,C09,19,Failing,Dilated_Cardiomyopathy,UCD-0159424
C,10,C10,19,Failing,Dilated_Cardiomyopathy,UCD-0159432
C,11,C11,19,Failing,Dilated_Cardiomyopathy,UCD-0159437
C,12,C12,19,Failing,Dilated_Cardiomyopathy,DMSO
D,1,D01,7,Healthy,NA,DMSO
D,2,D02,19,Failing,Dilated_Cardiomyopathy,UCD-0159393
D,3,D03,19,Failing,Dilated_Cardiomyopathy,UCD-0159400
D,4,D04,19,Failing,Dilated_Cardiomyopathy,UCD-0001059
D,5,D05,19,Failing,Dilated_Cardiomyopathy,UCD-0011606
D,6,D06,19,Failing,Dilated_Cardiomyopathy,UCD-0000463
D,7,D07,19,Failing,Dilated_Cardiomyopathy,UCD-0159411
D,8,D08,19,Failing,Dilated_Cardiomyopathy,UCD-0159417
D,9,D09,19,Failing,Dilated_Cardiomyopathy,UCD-0159425
D,10,D10,19,Failing,Dilated_Cardiomyopathy,UCD-0159433
D,11,D11,19,Failing,Dilated_Cardiomyopathy,UCD-0159438
D,12,D12,19,Failing,Dilated_Cardiomyopathy,DMSO
E,1,E01,7,Healthy,NA,DMSO
E,2,E02,19,Failing,Dilated_Cardiomyopathy,UCD-0159394
E,3,E03,19,Failing,Dilated_Cardiomyopathy,UCD-0018410
E,4,E04,19,Failing,Dilated_Cardiomyopathy,UCD-0001653
E,5,E05,19,Failing,Dilated_Cardiomyopathy,UCD-0000377
E,6,E06,19,Failing,Dilated_Cardiomyopathy,UCD-0001002
E,7,E07,19,Failing,Dilated_Cardiomyopathy,UCD-0001657
E,8,E08,19,Failing,Dilated_Cardiomyopathy,UCD-0159418
E,9,E09,19,Failing,Dilated_Cardiomyopathy,UCD-0159426
E,10,E10,19,Failing,Dilated_Cardiomyopathy,UCD-0001924
E,11,E11,19,Failing,Dilated_Cardiomyopathy,UCD-0159439
E,12,E12,19,Failing,Dilated_Cardiomyopathy,DMSO
F,1,F01,7,Healthy,NA,DMSO
F,2,F02,19,Failing,Dilated_Cardiomyopathy,UCD-0159395
F,3,F03,19,Failing,Dilated_Cardiomyopathy,UCD-0018456
F,4,F04,19,Failing,Dilated_Cardiomyopathy,UCD-0159404
F,5,F05,19,Failing,Dilated_Cardiomyopathy,UCD-0011098
F,6,F06,19,Failing,Dilated_Cardiomyopathy,UCD-0011250
F,7,F07,19,Failing,Dilated_Cardiomyopathy,UCD-0018183
F,8,F08,19,Failing,Dilated_Cardiomyopathy,UCD-0159419
F,9,F09,19,Failing,Dilated_Cardiomyopathy,UCD-0159427
F,10,F10,19,Failing,Dilated_Cardiomyopathy,UCD-0001966
F,11,F11,19,Failing,Dilated_Cardiomyopathy,UCD-0159440
F,12,F12,19,Failing,Dilated_Cardiomyopathy,DMSO
G,1,G01,7,Healthy,NA,DMSO
G,2,G02,19,Failing,Dilated_Cardiomyopathy,UCD-0159396
G,3,G03,19,Failing,Dilated_Cardiomyopathy,UCD-0159401
G,4,G04,19,Failing,Dilated_Cardiomyopathy,UCD-0159405
G,5,G05,19,Failing,Dilated_Cardiomyopathy,UCD-0159664
G,6,G06,19,Failing,Dilated_Cardiomyopathy,UCD-0001098
G,7,G07,19,Failing,Dilated_Cardiomyopathy,UCD-0159412
G,8,G08,19,Failing,Dilated_Cardiomyopathy,UCD-0159420
G,9,G09,19,Failing,Dilated_Cardiomyopathy,UCD-0159428
G,10,G10,19,Failing,Dilated_Cardiomyopathy,UCD-0001925
G,11,G11,19,Failing,Dilated_Cardiomyopathy,UCD-0159441
G,12,G12,19,Failing,Dilated_Cardiomyopathy,DMSO
H,1,H01,7,Healthy,NA,DMSO
H,2,H02,19,Failing,Dilated_Cardiomyopathy,UCD-0159397
H,3,H03,19,Failing,Dilated_Cardiomyopathy,UCD-0000918
H,4,H04,19,Failing,Dilated_Cardiomyopathy,UCD-0159406
H,5,H05,19,Failing,Dilated_Cardiomyopathy,UCD-0000841
H,6,H06,19,Failing,Dilated_Cardiomyopathy,UCD-0159409
H,7,H07,19,Failing,Dilated_Cardiomyopathy,UCD-0159413
H,8,H08,19,Failing,Dilated_Cardiomyopathy,UCD-0159421
H,9,H09,19,Failing,Dilated_Cardiomyopathy,UCD-0159429
H,10,H10,19,Failing,Dilated_Cardiomyopathy,UCD-0159434
