WellRow,WellCol,well_position,heart_number,cell_type,heart_failure_type,treatment
B,2,B02,7,healthy,NA,DMSO
B,3,B03,19,failing,dilated_cardiomyopathy,UCD-0159256
B,4,B04,19,failing,dilated_cardiomyopathy,UCD-0001766
B,5,B05,7,healthy,NA,DMSO
B,6,B06,19,failing,dilated_cardiomyopathy,UCD-0159262
B,7,B07,19,failing,dilated_cardiomyopathy,UCD-0001915
B,8,B08,7,healthy,NA,DMSO
B,9,B09,19,failing,dilated_cardiomyopathy,UCD-0001783
B,10,B10,19,failing,dilated_cardiomyopathy,UCD-0159279
B,11,B11,7,healthy,NA,DMSO
C,2,C02,19,failing,dilated_cardiomyopathy,UCD-0159283
C,3,C03,19,failing,dilated_cardiomyopathy,UCD-0001040
C,4,C04,19,failing,dilated_cardiomyopathy,UCD-0018091
C,5,C05,19,failing,dilated_cardiomyopathy,UCD-0000450
C,6,C06,19,failing,dilated_cardiomyopathy,UCD-0159257
C,7,C07,19,failing,dilated_cardiomyopathy,UCD-0001810
C,8,C08,19,failing,dilated_cardiomyopathy,UCD-0159263
C,9,C09,19,failing,dilated_cardiomyopathy,UCD-0159269
C,10,C10,19,failing,dilated_cardiomyopathy,UCD-0159273
C,11,C11,19,failing,dilated_cardiomyopathy,UCD-0017907
D,2,D02,19,failing,dilated_cardiomyopathy,UCD-0159284
D,3,D03,19,failing,dilated_cardiomyopathy,UCD-0017999
D,4,D04,19,failing,dilated_cardiomyopathy,UCD-0000721
D,5,D05,19,failing,dilated_cardiomyopathy,UCD-0001014
D,6,D06,19,failing,dilated_cardiomyopathy,UCD-0159258
D,7,D07,19,failing,dilated_cardiomyopathy,UCD-0159261
D,8,D08,19,failing,dilated_cardiomyopathy,UCD-0159264
D,9,D09,19,failing,dilated_cardiomyopathy,UCD-0001775
D,10,D10,19,failing,dilated_cardiomyopathy,UCD-0159274
D,11,D11,19,failing,dilated_cardiomyopathy,UCD-0001792
E,2,E02,19,failing,dilated_cardiomyopathy,DMSO
E,3,E03,19,failing,dilated_cardiomyopathy,UCD-0159285
E,4,E04,19,failing,dilated_cardiomyopathy,UCD-0159289
E,5,E05,19,failing,dilated_cardiomyopathy,DMSO
E,6,E06,19,failing,dilated_cardiomyopathy,UCD-0018179
E,7,E07,19,failing,dilated_cardiomyopathy,UCD-0001016
E,8,E08,19,failing,dilated_cardiomyopathy,DMSO
E,9,E09,19,failing,dilated_cardiomyopathy,UCD-0001804
E,10,E10,19,failing,dilated_cardiomyopathy,UCD-0018207
E,11,E11,19,failing,dilated_cardiomyopathy,DMSO
F,2,F02,19,failing,dilated_cardiomyopathy,UCD-0001844
F,3,F03,19,failing,dilated_cardiomyopathy,UCD-0159270
F,4,F04,19,failing,dilated_cardiomyopathy,UCD-0159275
F,5,F05,19,failing,dilated_cardiomyopathy,UCD-0001800
F,6,F06,19,failing,dilated_cardiomyopathy,UCD-0001613
F,7,F07,19,failing,dilated_cardiomyopathy,UCD-0001921
F,8,F08,19,failing,dilated_cardiomyopathy,UCD-0159290
F,9,F09,19,failing,dilated_cardiomyopathy,UCD-0159293
F,10,F10,19,failing,dilated_cardiomyopathy,UCD-0001808
F,11,F11,19,failing,dilated_cardiomyopathy,UCD-0001801
G,2,G02,19,failing,dilated_cardiomyopathy,UCD-0159265
G,3,G03,19,failing,dilated_cardiomyopathy,UCD-0159271
G,4,G04,19,failing,dilated_cardiomyopathy,UCD-0001835
G,5,G05,19,failing,dilated_cardiomyopathy,UCD-0159280
G,6,G06,19,failing,dilated_cardiomyopathy,UCD-0159286
G,7,G07,19,failing,dilated_cardiomyopathy,UCD-0018131
G,8,G08,19,failing,dilated_cardiomyopathy,UCD-0001024
G,9,G09,19,failing,dilated_cardiomyopathy,UCD-0001829
G,10,G10,19,failing,dilated_cardiomyopathy,UCD-0159259
G,11,G11,19,failing,dilated_cardiomyopathy,UCD-0001842
